Player,Team,GP,TOI,G,A1,A2,Points,ixG,GIVE,TAKE,WAR,p/60
Michael Paliotta,CBJ,1,7.53,0,0,0,0,0.02,0,0,-0.1,0
Michael Raffl,PHI,82,1172.55,13,10,8,31,17.29,22,31,1.3,1.58628619
Michael Sgarbossa,ANA,1,8.35,0,0,0,0,0,0,0,0,0
Michael Stone,ARI,75,1684.98,6,15,15,36,6.96,20,15,0.2,1.28191435
Michael Zalewski,VAN,3,35.57,0,1,0,1,0.32,1,0,0,1.68681479
Michal Jordan,CAR,36,545.9,1,0,0,1,1.2,8,6,0,0.109910235
Michal Rozsival,CHI,51,824.18,1,6,6,13,1.49,24,6,1.1,0.9463952
Micheal Ferland,CGY,71,895.5,4,7,7,18,12.85,25,37,0.4,1.20603013
Micheal Haley,S.J,16,113.57,1,0,0,1,0.87,9,0,-0.4,0.5283085
Miikka Salomaki,NSH,61,732.05,5,2,3,10,7.56,12,17,0.5,0.819616139
Mika Zibanejad,OTT,81,1438.52,21,16,14,51,22,52,39,1.3,2.1271863
Mikael Backlund,CGY,82,1347.15,21,17,9,47,17.91,44,57,2.1,2.093308
Mikael Granlund,MIN,82,1485.8,13,25,6,44,18.16,40,51,0.6,1.77682054
Mike Angelidis,T.B,4,36,1,0,0,1,0.49,1,1,0.1,1.66666663
Mike Blunden,T.B,20,173.07,3,2,0,5,1.07,2,1,0.2,1.73340261
Mike Brown,MTL,14,135.12,1,1,0,2,1.02,2,2,0.3,0.8880995
Mike Brown,S.J,44,317.7,1,2,0,3,2.71,10,7,0.3,0.5665722
Mike Cammalleri,N.J,42,809.72,14,18,6,38,10.97,24,19,2,2.81578827
Mike Fisher,NSH,70,1201.42,13,7,3,23,10.52,14,21,0.2,1.14864075
Mike Green,DET,74,1462.87,7,12,16,35,7.21,40,18,0.7,1.43553424
Mike Hoffman,OTT,78,1368.37,29,19,11,59,19.69,45,44,2.8,2.58701968
Mike Matheson,FLA,3,52.6,0,0,0,0,0.16,1,1,0,0
Mike Reilly,MIN,29,350.4,1,2,4,7,1.49,10,2,-0.5,1.19863021
Mike Ribeiro,NSH,81,1413.42,7,19,24,50,8.4,50,22,1.4,2.12251139
Mike Richards,WSH,39,474.83,2,3,0,5,5.79,10,12,-0.3,0.631805062
Mike Santorelli,ANA,70,706.48,9,1,8,18,7.51,15,5,0.4,1.52870572
Mike Sislo,N.J,18,223.65,3,0,1,4,2.5,2,3,0.1,1.07310534
Mike Weber,BUF,35,556.8,1,3,1,5,0.73,18,1,0.1,0.5387931
Mike Weber,WSH,10,139.82,0,0,0,0,0.31,4,1,0.1,0
Mikhail Grabovski,NYI,58,817.98,9,7,9,25,10.19,34,28,0.7,1.83378565
Mikhail Grigorenko,COL,74,981.73,6,13,8,27,7.55,18,21,1.7,1.65014827
Mikkel Boedker,ARI,62,1156.4,13,17,9,39,14.84,28,31,-0.2,2.02352118
Mikkel Boedker,COL,18,325.95,4,4,4,12,2.69,4,7,-0.2,2.20892763
Mikko Koivu,MIN,82,1634.18,17,18,21,56,15.48,45,37,2.2,2.056077
Mikko Rantanen,COL,9,80.62,0,0,0,0,0.65,1,1,-0.6,0
Milan Lucic,L.A,81,1396.2,20,25,10,55,19.49,48,22,3.3,2.36355829
Milan Michalek,OTT,32,537.85,6,2,2,10,7.75,11,17,0.1,1.11555266
Milan Michalek,TOR,13,187.48,1,3,2,6,1.2,3,8,0.1,1.92020488
Miles Wood,N.J,1,13.1,0,0,0,0,0.1,0,0,0,0
Mirco Mueller,S.J,11,116.63,0,0,0,0,0.41,6,1,-0.9,0
Morgan Ellis,MTL,3,26.87,0,0,0,0,0.1,2,0,0,0
Morgan Rielly,TOR,82,1904.62,9,8,19,36,9.05,72,35,0.3,1.13408446
Nail Yakupov,EDM,60,852.93,8,6,9,23,12.34,41,27,0.4,1.61795223
Nate Guenin,COL,29,378.75,0,0,0,0,0.21,6,2,0.2,0
Nate Prosser,MIN,54,614.7,0,1,2,3,0.63,16,5,-0.5,0.292825758
Nate Schmidt,WSH,72,1301.02,2,8,6,16,4.5,42,34,0.6,0.737882555
Nate Thompson,ANA,49,568.07,3,2,1,6,4.7,14,7,-0.3,0.6337247
Nathan Beaulieu,MTL,64,1117.25,2,8,9,19,3.4,48,17,0.5,1.0203625
Nathan Gerbe,CAR,47,632.38,3,2,2,7,6.84,23,13,-0.5,0.6641576
Nathan MacKinnon,COL,72,1358.35,21,15,16,52,21.57,39,28,2.3,2.29690433
Nazem Kadri,TOR,76,1388.77,17,20,8,45,25.3,41,47,1.5,1.94416642
Nic Dowd,L.A,5,52.88,0,0,0,0,0.3,3,3,0.1,0
Nic Petan,WPG,26,305.43,2,2,2,6,3.53,8,11,-0.2,1.17866611
Nick Bjugstad,FLA,67,1039.17,15,14,5,34,16.41,26,25,0.5,1.96310508
Nick Bonino,PIT,63,997.85,9,12,8,29,11.41,17,32,0.8,1.74374914
Nick Cousins,PHI,36,386.33,6,2,3,11,4.38,13,18,1.2,1.708384
Nick Foligno,CBJ,72,1216.2,12,13,12,37,17.57,25,27,1.8,1.82535779
Nick Holden,COL,82,1794.2,6,8,8,22,4.56,26,21,0.4,0.735703945
Nick Leddy,NYI,81,1831.97,5,19,16,40,7.01,52,40,0.5,1.31006515
Nick Paul,OTT,24,292.65,2,2,1,5,2.93,2,9,0.3,1.02511537
Nick Ritchie,ANA,33,388.1,2,1,1,4,4.19,4,8,-0.5,0.6183973
Nick Schultz,PHI,81,1453.72,1,2,7,10,2.99,38,4,0.8,0.41273424
Nick Shore,L.A,68,843.62,3,5,2,10,8.43,7,13,-0.1,0.7112207
Nick Spaling,S.J,23,293.97,2,1,3,6,2.53,6,8,0.6,1.22461474
Nick Spaling,TOR,35,534.1,1,2,4,7,3.57,7,23,0.6,0.7863696
Nicklas Backstrom,WSH,75,1438.63,20,29,21,70,12.71,27,42,2,2.919444
Nicklas Grossmann,ARI,58,1031.58,3,2,2,7,1.38,21,3,-0.6,0.40714246
Nicolas Deslauriers,BUF,70,722.98,6,2,4,12,6.27,8,14,-0.3,0.9958782
Nikita Kucherov,T.B,77,1402.35,30,25,11,66,22.2,58,34,2.5,2.82383156
Nikita Nesterov,T.B,57,848.7,3,4,2,9,3.23,30,8,-0.7,0.636267245
Nikita Nikitin,EDM,11,162.83,0,0,1,1,0.42,4,0,-0.2,0.368482471
Nikita Soshnikov,TOR,11,171.83,2,1,2,5,2.93,3,2,0.1,1.7459116
Nikita Tryamkin,VAN,13,227.75,1,0,1,2,1.04,3,1,-0.2,0.5268935
Nikita Zadorov,COL,22,372.52,0,2,0,2,0.88,10,6,-0.2,0.322130352
Niklas Hjalmarsson,CHI,81,1812.63,2,7,15,24,4.12,65,31,1.5,0.7944258
Niklas Kronwall,DET,64,1408.6,3,11,12,26,3.35,23,9,-1.1,1.10748267
Nikolaj Ehlers,WPG,72,1159.22,15,16,7,38,15.51,37,20,2.3,1.96683979
Nikolay Goldobin,S.J,9,100.67,1,1,0,2,1,1,3,0.1,1.1920135
Nikolay Kulemin,NYI,81,1138.93,9,8,5,22,11.74,31,32,2.3,1.15898252
Nino Niederreiter,MIN,82,1274.57,20,13,10,43,20.82,23,35,3.3,2.02421212
Noah Hanifin,CAR,79,1414.37,4,15,3,22,6.28,49,42,-0.6,0.9332777
Noel Acciari,BOS,19,187.95,0,1,0,1,1.33,4,1,0,0.319233835
Oliver Bjorkstrand,CBJ,12,191.72,4,2,2,8,2.96,6,6,0.7,2.50365114
Oliver Ekman-Larsson,ARI,75,1857.72,21,16,18,55,12.95,39,40,4.9,1.77637112
Oliver Kylington,CGY,1,17.37,0,0,0,0,0.02,0,0,0,0
Olli Maatta,PIT,67,1337.33,6,7,6,19,4.23,34,8,2.5,0.8524448
Ondrej Palat,T.B,62,1110.98,16,16,8,40,11.7,31,32,1.8,2.160255
Oscar Klefbom,EDM,30,656.25,4,4,4,12,2.55,31,10,1,1.09714282
Oscar Lindberg,NYR,68,828.02,13,9,6,28,11.42,14,16,0.1,2.02893639
Oskar Sundqvist,PIT,18,185.6,1,2,1,4,0.99,1,6,-0.3,1.29310346
P.A. Parenteau,TOR,77,1251.93,20,10,11,41,18.39,27,29,1.5,1.964966
P.K. Subban,MTL,68,1792.63,6,22,23,51,7.73,106,23,2.7,1.70698917
Pascal Dupuis,PIT,18,271.75,2,2,0,4,2.45,4,2,-0.1,0.883164644
Patric Hornqvist,PIT,82,1381.6,22,15,14,51,29.63,8,28,3.3,2.21482348
Patrice Bergeron,BOS,80,1586.78,32,16,20,68,27.28,34,67,2.3,2.571245
Patrice Cormier,WPG,2,8.98,0,0,0,0,0.28,0,0,0,0
Patrick Brown,CAR,7,88.23,1,0,1,2,1.06,4,2,0.5,1.36008155
Patrick Eaves,DAL,54,700.63,11,4,2,17,10.17,11,16,1.1,1.4558326
Patrick Kane,CHI,82,1672.78,46,41,19,106,27.61,37,34,3.8,3.802054
Patrick Marleau,S.J,82,1560.33,25,13,10,48,29.12,71,46,0.6,1.84576344
Patrick Maroon,ANA,56,637.47,4,2,7,13,6.7,22,5,-1.3,1.223587
Patrick Maroon,EDM,16,250.9,8,5,1,14,4.9,8,5,-1.3,3.34794736
Patrick Sharp,DAL,76,1338.95,20,25,10,55,22.09,46,51,0.3,2.464618
Patrick Sieloff,CGY,1,17.98,1,0,0,1,0.01,0,0,0,3.33704114
Patrick Wiercioch,OTT,52,901.72,0,2,3,5,2.29,33,7,0.1,0.3326975
Patrik Berglund,STL,42,650.53,10,2,3,15,8.85,9,22,0.5,1.38348722
Patrik Elias,N.J,16,246.98,2,3,3,8,1.8,9,5,0.3,1.94347727
Patrik Nemeth,DAL,38,594.33,0,3,5,8,1.61,19,5,0,0.8076321
Paul Byron,MTL,62,853.03,11,6,1,18,7.98,15,23,-0.3,1.266075
Paul Carey,WSH,4,39.88,1,0,0,1,0.21,0,0,0.1,1.5045135
Paul Gaustad,NSH,63,708.25,2,2,2,6,3.69,14,14,-0.6,0.5082951
Paul Martin,S.J,78,1616.77,3,7,10,20,2.15,50,26,0.7,0.7422206
Paul Postma,WPG,26,297.77,2,0,0,2,1.1,8,4,-0.1,0.402995616
Paul Stastny,STL,64,1225.7,10,20,19,49,14.21,7,20,2.5,2.39862943
Paul Thompson,N.J,3,37.58,0,0,0,0,0.05,0,1,0,0
Pavel Datsyuk,DET,66,1297.1,16,16,17,49,21.98,26,48,2.7,2.26659465
Pavel Zacha,N.J,1,16.85,0,1,1,2,0.25,0,2,0.1,7.12166166
Peter Holland,TOR,65,953.28,9,13,5,27,14.8,21,34,-0.2,1.69939578
Petter Granberg,NSH,27,370.4,0,2,0,2,0.35,7,0,-0.2,0.323974073
Petteri Lindbohm,STL,10,137.88,0,0,0,0,0.14,1,2,-0.1,0
Phil Kessel,PIT,82,1507.27,26,22,11,59,26.64,55,26,1.9,2.348617
Phil Varone,BUF,5,41.55,1,1,0,2,0.18,0,0,-0.1,2.8880868
Phil Varone,OTT,1,9.48,0,1,0,1,0,0,1,-0.1,6.32911444
Philip Samuelsson,ARI,4,63.55,0,0,0,0,0.12,1,1,-0.1,0
Phillip Danault,CHI,30,385.42,1,2,2,5,3.24,5,12,-0.1,0.778371632
Phillip Danault,MTL,21,265.2,3,0,2,5,3.28,6,6,-0.1,1.13122165
Phillip Di Giuseppe,CAR,41,584.55,7,7,3,17,6.48,5,17,0.4,1.744932
Pierre-Edouard Bellemare,PHI,74,1004.1,7,6,1,14,9.63,23,37,-0.2,0.8365701
Quinton Howden,FLA,58,601.58,6,3,2,11,5.42,7,9,0.4,1.09711087
R.J. Umberger,PHI,39,396.22,2,8,1,11,3.63,7,4,0.7,1.66574121
Radek Faksa,DAL,45,555.92,5,2,5,12,8.89,9,20,0.9,1.2951504
Radim Vrbata,VAN,63,1010.92,13,6,8,27,16.55,27,20,-1.4,1.60250068
Radko Gudas,PHI,76,1508.07,5,5,4,14,4.03,57,11,0.1,0.5570033
Rasmus Ristolainen,BUF,82,2072.98,9,15,17,41,9.22,48,20,1.3,1.18669736
Reid Boucher,N.J,39,556.53,8,7,4,19,6.82,9,9,0.5,2.048407
Reilly Smith,FLA,82,1526.1,25,17,8,50,20.24,31,51,2.5,1.96579516
Rene Bourque,CBJ,49,511.72,3,1,4,8,6.18,8,16,-0.1,0.938012958
Rich Clune,TOR,19,153.78,0,4,0,4,0.95,1,2,0.3,1.56067109
Richard Panik,CHI,30,325.02,6,1,1,8,3.66,8,6,0.5,1.47683227
Rick Nash,NYR,60,1016.37,15,11,10,36,20.43,40,45,0.6,2.12521029
Rickard Rakell,ANA,72,1157.18,20,13,10,43,18.8,36,29,3.1,2.229558
Riley Nash,CAR,64,829.2,9,6,7,22,7.74,13,47,0.8,1.59189582
Riley Sheahan,DET,81,1233.67,14,5,6,25,13.92,21,20,-0.2,1.21588433
Rinat Valiev,TOR,10,122.5,0,0,0,0,0.15,3,1,0.4,0
Rob Klinkhammer,EDM,14,131.77,1,0,0,1,1.67,3,3,-0.4,0.455338836
Rob Scuderi,CHI,17,188.63,0,0,0,0,0.29,5,3,-0.4,0
Rob Scuderi,L.A,21,380.35,0,3,3,6,0.41,12,1,-0.4,0.9464966
Rob Scuderi,PIT,25,427.05,0,2,2,4,0.34,12,1,-0.4,0.5619951
Robby Fabbri,STL,72,958.68,18,8,11,37,12.59,20,27,1,2.315684
Robert Bortuzzo,STL,40,530.77,2,0,1,3,2.25,9,5,0.4,0.339129925
Rocco Grimaldi,FLA,20,237.3,3,0,2,5,1.94,5,10,0.1,1.2642225
Roman Josi,NSH,81,2064.22,14,33,14,61,13.34,43,21,2.3,1.77306688
Roman Polak,S.J,24,427.68,0,1,2,3,1.68,15,5,-0.3,0.42087543
Roman Polak,TOR,55,1085.7,1,7,5,13,2.91,28,12,-0.3,0.7184305
Ron Hainsey,CAR,81,1808.3,5,6,8,19,6.36,48,34,0.7,0.630426347
Ronalds Kenins,VAN,8,91.28,0,0,0,0,0.6,2,3,-0.2,0
Ross Johnston,NYI,1,16.28,0,0,0,0,0,0,2,-0.1,0
Ryan Callahan,T.B,73,1258.37,10,11,7,28,14.48,23,34,0.7,1.33506048
Ryan Carpenter,S.J,1,7.45,0,0,0,0,0,0,0,0,0
Ryan Carter,MIN,60,668.4,7,4,1,12,5.27,7,17,0.3,1.07719922
Ryan Dzingel,OTT,30,323.93,3,2,4,9,3.08,2,6,0.5,1.66702688
Ryan Ellis,NSH,79,1650.98,10,13,9,32,7.13,23,24,3.4,1.16294563
Ryan Garbutt,ANA,37,422.67,5,3,0,8,3.95,11,7,1.2,1.13563764
Ryan Garbutt,CHI,43,444.07,2,4,0,6,6.83,7,5,1.2,0.810683
Ryan Getzlaf,ANA,77,1501.95,13,30,20,63,19.15,75,48,1.8,2.5167284
Ryan Hartman,CHI,3,27.72,0,1,0,1,0.19,1,3,0,2.16450214
Ryan Johansen,CBJ,38,659.17,6,11,9,26,8.06,22,20,0.4,2.36661267
Ryan Johansen,NSH,42,745.85,8,14,12,34,8.73,20,18,0.4,2.7351346
Ryan Johnston,MTL,3,48.83,0,0,0,0,0.02,1,0,0,0
Ryan Kesler,ANA,79,1542.97,21,19,13,53,25.38,34,39,1.7,2.06096029
Ryan McDonagh,NYR,73,1631.72,9,16,9,34,6.92,67,31,4,1.25021458
Ryan Murphy,CAR,35,603.75,0,5,5,10,2.18,18,11,0.5,0.993788838
Ryan Murray,CBJ,82,1873.38,4,8,13,25,5.39,39,17,0.3,0.8006918
Ryan Nugent-Hopkins,EDM,55,1048.13,12,15,7,34,12.28,30,43,1.5,1.94632339
Ryan O'Reilly,BUF,71,1543.18,21,26,13,60,16.63,28,47,2.3,2.332845
Ryan Pulock,NYI,15,235.93,2,1,1,4,0.61,5,3,1,1.0172509
Ryan Reaves,STL,64,513.85,3,0,1,4,2.91,7,8,-1,0.467062384
Ryan Spooner,BOS,80,1211.28,13,29,7,49,14.51,35,25,0,2.42718434
Ryan Stanton,WSH,1,8.68,0,0,0,0,0,0,0,0,0
Ryan Strome,NYI,71,1111.7,8,11,9,28,13.67,38,35,-0.3,1.51119912
Ryan Suter,MIN,82,2344.62,8,21,22,51,7.94,41,36,2.9,1.30511546
Ryan White,PHI,73,917.17,11,2,3,16,9.83,21,14,-0.4,1.046698
Sam Bennett,CGY,77,1165.42,18,12,6,36,16.72,27,34,1.3,1.853409
Sam Carrick,TOR,3,34.4,0,0,0,0,0.26,0,0,-0.1,0
Sam Gagner,PHI,53,734.65,8,4,4,16,6.28,13,20,0.1,1.30674469
Sam Reinhart,BUF,79,1330.02,23,13,6,42,22.86,20,19,2.3,1.89470828
Sami Vatanen,ANA,71,1513.28,9,13,16,38,9.08,54,34,2.2,1.506661
Scott Gomez,OTT,13,149.08,0,1,0,1,0.52,2,2,-0.7,0.402468473
Scott Gomez,STL,21,236.38,1,2,5,8,0.91,11,4,-0.7,2.03062868
Scott Harrington,TOR,15,196.42,0,0,1,1,0.36,3,1,0,0.305467874
Scott Hartnell,CBJ,79,1231.03,23,15,11,49,20.2,32,20,1,2.388244
Scott Kosmachuk,WPG,8,92.27,0,2,1,3,0.9,2,1,0.1,1.9507966
Scott Laughton,PHI,71,740.8,7,7,7,21,7.17,21,23,0,1.700864
Scott Mayfield,NYI,6,102.65,1,0,0,1,0.1,3,0,-0.2,0.584510446
Scott Wilson,PIT,24,256.45,5,1,0,6,3.41,5,5,0.2,1.40378237
Scottie Upshall,STL,70,766.33,6,7,1,14,10.43,10,19,1.1,1.09613347
Sean Collins (C),WSH,2,17.05,0,0,0,0,0.05,0,0,0,0
Sean Couturier,PHI,63,1171.85,11,16,12,39,13.62,29,27,2.7,1.99684262
Sean Monahan,CGY,81,1552.77,27,25,11,63,26.42,38,55,2.3,2.43435931
Sergei Plotnikov,ARI,13,134.77,0,1,0,1,1.14,2,3,-0.4,0.445202917
Sergei Plotnikov,PIT,32,309.77,0,1,1,2,2.41,13,9,-0.4,0.3873842
Sergey Kalinin,N.J,78,1039.75,8,3,4,15,8.88,17,25,-0.5,0.8655927
Sergey Tolchinsky,CAR,2,23.55,0,1,0,1,0.1,0,1,0,2.54777074
Seth Griffith,BOS,4,39.87,0,0,1,1,0.08,1,0,-0.1,1.50489092
Seth Helgeson,N.J,19,265.17,0,1,0,1,0.43,8,2,-0.9,0.226269931
Seth Jones,CBJ,41,1002.5,2,8,10,20,4.13,37,16,-0.3,1.19700754
Seth Jones,NSH,40,785.7,1,4,6,11,3.15,32,9,-0.3,0.840015233
Shane Doan,ARI,72,1266.85,28,12,7,47,20.66,27,33,1.5,2.22599363
Shane Prince,NYI,20,249.97,3,2,0,5,2.43,11,9,0.4,1.200144
Shane Prince,OTT,42,446.3,3,4,5,12,4.91,13,10,0.4,1.61326468
Shawn Horcoff,ANA,59,783.88,6,6,3,15,7.34,28,12,-0.2,1.148135
Shawn Matthias,COL,20,295.92,6,3,2,11,3.7,4,13,0.4,2.23033237
Shawn Matthias,TOR,51,663.5,6,5,6,17,7.85,8,21,0.4,1.53730214
Shawn Thornton,FLA,50,434.45,1,4,0,5,3.06,4,9,-0.6,0.6905282
Shayne Gostisbehere,PHI,64,1285.78,17,14,15,46,11.01,51,28,2.7,2.14655685
Shea Theodore,ANA,19,363.07,3,3,2,8,1.89,17,10,0.5,1.322059
Shea Weber,NSH,78,1979.4,20,17,14,51,11.89,39,19,2.3,1.545923
Sidney Crosby,PIT,80,1637.55,36,28,21,85,29.41,47,40,2.6,3.11440873
Simon Despres,ANA,32,628.08,0,1,3,4,2.35,27,11,0.6,0.3821169
Slater Koekkoek,T.B,9,92.82,0,1,0,1,0.46,3,3,-0.2,0.646412432
Sonny Milano,CBJ,3,40.13,0,1,0,1,0.17,1,1,0.1,1.49514079
Stanislav Galiev,WSH,24,218.88,0,3,0,3,2.69,8,6,-0.1,0.8223684
Stefan Elliott,ARI,19,270.48,2,3,1,6,1.67,5,3,-0.2,1.33096707
Stefan Elliott,NSH,2,27.02,0,0,0,0,0.03,0,1,-0.2,0
Stefan Matteau,MTL,12,127.55,0,0,1,1,0.78,4,0,-0.2,0.470403761
Stefan Matteau,N.J,20,201.47,1,0,0,1,2.15,5,2,-0.2,0.2978111
Stefan Noesen,ANA,1,10.03,0,0,0,0,0,0,0,0,0
Stephen Gionta,N.J,82,1001.27,1,6,4,11,6.76,8,17,-0.7,0.6591629
Stephen Johns,DAL,14,249.55,1,0,2,3,0.65,11,6,-0.3,0.721298337
Steve Bernier,NYI,24,269.47,1,1,4,6,2.4,7,6,-0.2,1.33595574
Steve Downie,ARI,26,234.05,3,2,1,6,1.75,4,4,0.4,1.53813291
Steve Ott,STL,21,229.28,0,1,1,2,2.21,1,3,0,0.523377538
Steven Kampfer,FLA,47,709.25,0,0,4,4,1.54,10,5,0.2,0.3383856
Steven Santini,N.J,1,14.58,0,0,0,0,0.04,1,0,0,0
Steven Stamkos,T.B,77,1521.1,36,17,11,64,23.57,45,45,1.7,2.524489
Stuart Percy,TOR,3,39.48,0,0,0,0,0.02,1,1,-0.1,0
Sven Andrighetto,MTL,44,621.18,7,5,5,17,7.08,13,9,0.9,1.6420362
Sven Baertschi,VAN,69,928.58,15,8,5,28,12.13,22,26,1.2,1.809214
T.J. Oshie,WSH,80,1517.05,26,11,14,51,22.03,42,62,2.6,2.01707244
Tanner Glass,NYR,57,586.3,4,2,1,7,4.72,13,4,-0.3,0.7163568
Tanner Kero,CHI,17,208.98,1,2,0,3,1.97,0,8,-0.1,0.861326456
Tanner Pearson,L.A,79,1142.38,15,14,7,36,15.56,18,27,1.9,1.89078939
Taylor Beck,NYI,2,16.97,0,0,0,0,0.08,0,0,0,0
Taylor Chorney,WSH,55,725.5,1,3,2,6,1.35,27,8,0.5,0.4962095
Taylor Fedun,VAN,1,18.8,0,1,0,1,0,0,0,0.1,3.19148946
Taylor Hall,EDM,82,1573.58,26,29,10,65,31.44,73,64,2.3,2.478425
Taylor Leier,PHI,6,46.33,0,0,0,0,0.46,1,3,0,0
Teddy Purcell,EDM,61,1063.07,11,11,10,32,11.88,29,22,0.6,1.80609
Teddy Purcell,FLA,15,214.77,3,4,4,11,2.75,5,9,0.6,3.07305479
Teemu Pulkkinen,DET,36,416.42,6,3,3,12,6.77,12,12,0,1.72902358
Teuvo Teravainen,CHI,78,1196.87,13,16,6,35,13.86,25,35,1,1.75457656
Thomas Hickey,NYI,62,1079.08,6,7,5,18,3.41,41,18,0.4,1.00085258
Thomas Vanek,MIN,74,1155.2,18,17,6,41,16.16,51,22,0.6,2.12950158
Tim Jackman,ANA,2,11.47,0,0,0,0,0.07,1,0,0,0
Tim Schaller,BUF,17,141.5,1,1,1,3,1.2,4,3,0.2,1.27208483
Tj Brennan,TOR,7,105.68,1,0,0,1,0.41,2,2,-0.4,0.5677517
Tj Brodie,CGY,70,1768.22,6,16,23,45,6.49,91,47,2.9,1.5269593
Tobias Enstrom,WPG,72,1501.52,2,5,9,16,1.98,40,9,-0.3,0.639352143
Tobias Lindberg,TOR,6,95.03,0,1,1,2,0.62,2,2,0.1,1.26275909
Tobias Rieder,ARI,82,1419.05,14,14,9,37,19.86,11,31,1.1,1.5644269
Tom Gilbert,MTL,45,758.77,1,1,0,2,1.18,39,6,-0.1,0.158150688
Tom Kuhnhackl,PIT,42,512.4,5,7,3,15,6.18,6,5,0.6,1.75644016
Tom Sestito,PIT,4,23.18,0,0,1,1,0.11,1,0,0.1,2.58843827
Tom Wilson,WSH,82,1058.85,7,13,3,23,9.37,21,16,1.4,1.30330074
Tomas Fleischmann,CHI,19,269.58,4,1,0,5,2.04,5,5,0,1.1128422
Tomas Fleischmann,MTL,57,886.65,10,7,3,20,10.22,11,33,0,1.35340881
Tomas Hertl,S.J,81,1293.82,21,12,13,46,22.89,41,35,3.3,2.133218
Tomas Jurco,DET,44,404.05,4,2,0,6,4.17,7,6,0,0.8909789
Tomas Nosek,DET,6,60.8,0,0,0,0,0.09,0,3,-0.1,0
Tomas Plekanec,MTL,82,1519.53,14,21,19,54,18.49,45,15,1.3,2.13223815
Tomas Tatar,DET,81,1162.3,21,10,14,45,19.04,24,30,2.1,2.32298017
Tommy Cross,BOS,3,39.27,0,1,0,1,0,0,0,0.1,1.52788389
Tommy Wingels,S.J,68,927.17,7,7,4,18,11.97,30,21,-0.2,1.164835
Torey Krug,BOS,81,1750.72,4,26,14,44,12.22,57,20,1.7,1.507951
Torrey Mitchell,MTL,71,900.68,11,6,2,19,6.59,27,22,-0.2,1.26571035
Travis Hamonic,NYI,72,1715.2,5,5,11,21,6.19,61,44,-0.2,0.734608233
Travis Moen,DAL,23,188.42,0,1,1,2,0.93,4,4,-0.4,0.6368751
Travis Zajac,N.J,74,1469.37,14,14,14,42,14.91,5,49,2,1.71502078
Trevor Carrick,CAR,2,33.32,0,0,0,0,0.05,1,4,-0.1,0
Trevor Daley,CHI,29,428,0,4,2,6,2.23,11,3,0.1,0.8411215
Trevor Daley,PIT,53,1084.08,6,5,11,22,4.59,17,14,0.1,1.2176224
Trevor Lewis,L.A,75,1091.98,8,5,3,16,16.39,22,17,-0.5,0.879137
Trevor Van Riemsdyk,CHI,82,1638.67,3,7,4,14,4.36,45,17,1.4,0.512610853
Troy Brouwer,STL,82,1393.57,18,10,11,39,17.2,26,40,0.7,1.67914069
Tuomo Ruutu,N.J,33,379.62,0,1,0,1,3.07,8,10,-0.5,0.158052787
Turner Elson,CGY,1,14.9,0,0,1,1,0,0,0,0,4.026846
Ty Rattie,STL,13,120.73,4,2,0,6,1.59,2,2,0.6,2.98186016
Tye McGinn,T.B,2,17.08,0,0,0,0,0.02,0,1,0,0
Tyler Bozak,TOR,57,988.47,12,12,11,35,12.92,18,33,0.8,2.12449551
Tyler Ennis,BUF,23,415.57,3,3,5,11,4.5,16,11,-0.5,1.58818007
Tyler Gaudet,ARI,14,148.4,1,1,1,3,0.52,3,2,0.2,1.21293807
Tyler Graovac,MIN,2,23.22,0,0,0,0,0.11,0,2,0,0
Tyler Johnson,T.B,69,1182.62,14,19,5,38,15.66,31,19,1.8,1.92792273
Tyler Kennedy,N.J,50,671.25,3,8,5,16,4.77,12,16,0,1.43016756
Tyler Myers,WPG,73,1650.3,9,7,11,27,8.86,47,45,-0.7,0.9816397
Tyler Randell,BOS,27,188.53,6,0,0,6,1.2,1,6,0.5,1.90951049
Tyler Seguin,DAL,72,1399.85,33,26,14,73,32.25,46,21,2.9,3.12890673
Tyler Toffoli,L.A,82,1419.65,31,16,11,58,25.55,38,32,3.6,2.45130849
Tyler Wotherspoon,CGY,11,155.87,0,0,1,1,0.47,6,1,0.3,0.384936184
Tyson Barrie,COL,78,1809.52,13,20,16,49,9.19,59,29,1.8,1.62474024
Tyson Strachan,MIN,2,15.1,0,0,0,0,0.02,0,0,0,0
Valeri Nichushkin,DAL,79,1100.37,9,10,10,29,15.2,46,33,0.6,1.58128631
Valtteri Filppula,T.B,76,1387.52,8,12,11,31,8.78,37,30,-0.9,1.34052122
Vernon Fiddler,DAL,82,954.5,12,4,6,22,10.21,15,24,0.8,1.382923
Victor Bartley,MTL,9,119.93,0,0,0,0,0.4,6,0,0.2,0
Victor Bartley,NSH,1,13.25,0,0,0,0,0.02,1,0,0.2,0
Victor Hedman,T.B,78,1799.17,10,22,15,47,10.11,62,48,2.5,1.56738937
Victor Rask,CAR,80,1358.4,21,10,17,48,18.06,31,42,1.4,2.12014127
Viktor Arvidsson,NSH,56,694.47,8,5,3,16,9.83,17,15,0,1.38234913
Viktor Loov,TOR,4,41.83,0,0,2,2,0.06,0,0,0.3,2.86875439
Viktor Stalberg,NYR,75,915.23,9,5,6,20,14.51,22,29,0.4,1.3111459
Viktor Svedberg,CHI,27,425.33,2,0,2,4,1.13,10,7,-0.7,0.564267755
