Player,Team,GP,TOI,G,A1,A2,Points,ixG,GIVE,TAKE,WAR,p/60
Max Talbot,COL,63,882.52,5,6,4,15,5.55,14,37,-0.3,1.01980686
Maxim Lapierre,PIT,35,390.92,0,2,0,2,3.06,5,1,-1,0.306968153
Maxim Lapierre,STL,45,465.87,2,4,3,9,3.34,3,10,-1,1.15912163
Melker Karlsson,S.J,53,818.05,13,5,6,24,10.94,22,21,1.3,1.76028359
Michael Bournival,MTL,29,228.75,3,1,1,5,2.6,7,6,0.9,1.3114754
Michael Chaput,CBJ,33,336.57,1,2,2,5,2.2,3,4,-0.5,0.891345
Michael Del Zotto,PHI,64,1403.15,10,11,11,32,5.65,36,14,0.5,1.36834979
Michael Frolik,WPG,82,1434.48,19,11,12,42,19.76,34,58,1.7,1.75673413
Michael Grabner,NYI,34,439.8,8,1,4,13,8.18,17,25,0,1.77353346
Michael Kostka,NYR,7,107.7,0,0,1,1,0.64,5,2,0.1,0.5571031
Michael Latta,WSH,53,444.05,0,4,2,6,1.92,11,15,0.2,0.81071955
Michael Paliotta,CHI,1,12.75,0,0,1,1,0.04,0,0,0,4.70588255
Michael Raffl,PHI,67,951.12,21,2,5,28,15.94,18,21,1.9,1.76633859
Michael Ryder,N.J,47,680.58,6,9,4,19,10.39,15,10,0.5,1.67504179
Michael Sgarbossa,COL,3,21.28,0,0,1,1,0.04,0,0,0.1,2.81954885
Michael Stone,ARI,81,1690.3,3,10,5,18,5.62,23,12,-1.7,0.6389398
Michal Jordan,CAR,38,605.92,2,0,4,6,2.12,19,8,0.3,0.594137847
Michal Rozsival,CHI,65,1105.88,1,4,8,13,2.28,36,17,0.1,0.705320656
Micheal Ferland,CGY,26,273.62,2,3,0,5,3.85,11,19,0,1.09641111
Micheal Haley,S.J,4,30.03,0,0,0,0,0.25,0,0,0,0
Miikka Salomaki,NSH,1,10.82,1,0,0,1,0.54,0,0,0.1,5.54528666
Mika Zibanejad,OTT,80,1314.95,20,16,10,46,17.35,27,34,1.2,2.09893918
Mikael Backlund,CGY,52,922.72,10,8,9,27,11.04,42,58,0.7,1.75567889
Mikael Granlund,MIN,68,1216.98,8,18,13,39,8.22,24,34,2,1.92279255
Mike Angelidis,T.B,3,22.03,0,0,0,0,0,0,0,0,0
Mike Blunden,T.B,2,19.57,0,0,0,0,0,0,0,-0.1,0
Mike Brown,S.J,12,98.45,0,0,0,0,0.78,0,1,0,0
Mike Cammalleri,N.J,68,1246.52,27,7,8,42,18.97,33,29,1,2.02162814
Mike Fisher,NSH,59,1087.6,19,15,5,39,12.28,16,27,1.4,2.15152645
Mike Green,WSH,72,1375.73,10,21,14,45,8.07,61,30,2.7,1.96259439
Mike Hoffman,OTT,79,1149.77,27,14,7,48,19.82,45,57,2.6,2.50484872
Mike Ribeiro,NSH,82,1537.2,15,27,20,62,11.59,47,32,1.8,2.41998458
Mike Richards,L.A,53,708.38,5,8,3,16,7.36,32,22,-0.8,1.35520482
Mike Santorelli,NSH,22,284.05,1,2,1,4,3.76,2,9,-0.9,0.8449217
Mike Santorelli,TOR,57,852.58,11,8,10,29,11.1,23,35,-0.9,2.04086423
Mike Sislo,N.J,10,122.12,0,1,0,1,0.63,0,2,-0.2,0.49132
Mike Weaver,MTL,31,439.08,0,0,4,4,0.33,17,5,0.1,0.5465974
Mike Weber,BUF,64,1199.5,1,1,5,7,1.59,40,10,-0.4,0.3501459
Mikhail Grabovski,NYI,51,727.97,9,3,7,19,11.43,31,26,0.6,1.56599867
Mikhail Grigorenko,BUF,25,379.23,3,0,3,6,2.75,7,2,0.1,0.949291945
Mikkel Boedker,ARI,45,786.77,14,6,8,28,8.77,14,24,1.5,2.1353128
Mikko Koivu,MIN,80,1540.1,14,17,17,48,17.32,26,60,1.3,1.87000847
Milan Lucic,BOS,81,1324.97,18,17,9,44,16.22,46,31,1.1,1.992498
Milan Michalek,OTT,66,1080.47,13,12,9,34,15.59,12,23,0.5,1.88806725
Mirco Mueller,S.J,39,661.48,1,1,2,4,1.18,21,19,0.4,0.362822771
Morgan Rielly,TOR,81,1647.35,8,11,10,29,5.91,63,41,0.1,1.05624187
Nail Yakupov,EDM,81,1250.88,14,12,7,33,17.12,55,34,-0.8,1.58288562
Nate Guenin,COL,76,1279.72,2,2,11,15,1.15,28,19,0.3,0.70327884
Nate Prosser,MIN,63,806.13,2,3,2,7,1.59,13,7,0.4,0.5210078
Nate Schmidt,WSH,39,541.57,1,0,3,4,1.72,13,11,-0.1,0.443156
Nate Thompson,ANA,80,1065.93,5,7,6,18,9.09,21,26,-0.2,1.01319969
Nathan Beaulieu,MTL,64,1004.75,1,4,4,9,3.25,47,8,0,0.537447155
Nathan Gerbe,CAR,78,1282.63,10,10,8,28,17.18,38,51,0.5,1.30980873
Nathan MacKinnon,COL,64,1091.07,14,15,9,38,16.07,38,45,0.7,2.08969188
Nazem Kadri,TOR,73,1284.98,18,11,10,39,20.85,43,44,1.6,1.82104
Nick Bjugstad,FLA,72,1193.92,24,8,11,43,20.18,28,23,0.4,2.16094875
Nick Bonino,VAN,75,1269.05,15,14,10,39,14.89,24,54,0.9,1.84389889
Nick Cousins,PHI,11,96.98,0,0,0,0,0.55,2,5,0.1,0
Nick Foligno,CBJ,79,1487.55,31,22,20,73,21.88,23,51,4.3,2.9444387
Nick Holden,COL,78,1544.32,5,5,4,14,6.4,34,24,-1.7,0.543928742
Nick Leddy,NYI,78,1588.22,10,9,18,37,6.29,42,39,1.3,1.39779127
Nick Schultz,PHI,80,1523.75,2,4,9,15,3.02,23,6,0,0.590648055
Nick Shore,L.A,34,376.95,1,2,4,7,2.39,2,8,0.6,1.11420608
Nick Spaling,PIT,82,1249.57,9,6,12,27,8.55,13,24,0.4,1.29644608
Nicklas Backstrom,WSH,82,1683.47,18,31,29,78,16.45,36,55,2.3,2.77997231
Nicklas Grossmann,PHI,68,1200.62,5,1,8,14,1.89,23,10,0,0.699638546
Nicklas Jensen,VAN,5,47.78,0,0,0,0,0.39,1,0,0,0
Nicolas Deslauriers,BUF,82,973.48,5,6,4,15,5.81,8,9,-0.5,0.9245182
Nikita Kucherov,T.B,82,1225.98,29,22,14,65,19.15,47,22,3.4,3.1811285
Nikita Nesterov,T.B,27,433.47,2,1,4,7,2.15,14,16,0.6,0.9689252
Nikita Nikitin,EDM,42,824.83,4,3,3,10,3.23,35,17,0.3,0.7274226
Nikita Zadorov,BUF,60,1062.45,3,6,6,15,2.75,39,11,0.4,0.8470987
Niklas Hjalmarsson,CHI,82,1794.47,3,6,10,19,3.36,70,41,1.4,0.6352851
Niklas Kronwall,DET,80,1907.05,9,13,22,44,6.13,52,11,-0.7,1.38433707
Nikolay Kulemin,NYI,82,1219.37,15,7,9,31,17.43,29,53,0.8,1.52537787
Nino Niederreiter,MIN,80,1162.92,24,7,6,37,19.29,16,28,1.8,1.90898764
Oliver Ekman-Larsson,ARI,82,2067.45,23,13,7,43,15.44,46,30,0.4,1.24791408
Oliver Lauridsen,PHI,1,10.43,0,0,0,0,0.12,1,0,0,0
Olli Jokinen,NSH,48,648.62,3,3,0,6,5.96,8,5,-0.8,0.5550245
Olli Jokinen,STL,8,88,1,2,0,3,1.45,2,3,-0.8,2.0454545
Olli Jokinen,TOR,6,85.75,0,1,0,1,0.53,1,3,-0.8,0.699708462
Olli Maatta,PIT,20,414.17,1,4,4,9,1.54,11,3,0.5,1.30381238
Ondrej Palat,T.B,75,1307.35,16,25,22,63,17.01,43,43,3.2,2.891345
Oscar Klefbom,EDM,60,1319.93,2,7,11,20,3.97,48,48,-0.2,0.9091391
Oscar Lindberg,NYR,1,8.3,0,0,0,0,0.11,1,0,0,0
P.A. Parenteau,MTL,56,839.33,8,9,5,22,10.43,13,18,0.8,1.572683
P.K. Subban,MTL,82,2148.67,15,21,24,60,7.38,112,29,2.8,1.67545509
Pascal Dupuis,PIT,16,266.35,6,3,2,11,3.58,5,6,0.4,2.47794247
Patric Hornqvist,PIT,64,1129.85,25,14,12,51,27.29,9,31,3.5,2.70832419
Patrice Bergeron,BOS,81,1468.62,23,22,10,55,26.02,29,48,2.4,2.24700737
Patrice Cormier,WPG,1,4.9,0,0,0,0,0,0,0,0,0
Patrick Bordeleau,COL,1,6.77,0,0,0,0,0,0,0,0,0
Patrick Brown,CAR,7,62.17,0,0,0,0,0.27,0,1,0,0
Patrick Dwyer,CAR,71,906.88,5,4,3,12,5.44,14,26,-0.6,0.7939308
Patrick Eaves,DAL,47,644.72,14,6,7,27,13,10,18,3,2.512719
Patrick Kaleta,BUF,42,372.43,0,2,1,3,1.63,3,8,-0.7,0.4833123
Patrick Kane,CHI,61,1211.53,27,25,12,64,19.67,30,36,2.5,3.169546
Patrick Marleau,S.J,82,1604.45,19,21,17,57,29.22,75,44,0.4,2.13157153
Patrick Maroon,ANA,71,1014.08,9,19,6,34,16.5,25,16,0.4,2.0116756
Patrick Sharp,CHI,68,1143.13,16,15,12,43,18.57,25,38,0.7,2.256961
Patrick Wiercioch,OTT,56,1011.15,3,4,6,13,3.7,47,10,0.2,0.7713989
Patrik Berglund,STL,77,1122.42,12,8,7,27,11.92,13,37,0.6,1.4433099
Patrik Elias,N.J,69,1217.3,13,12,9,34,13.33,40,18,-1.1,1.6758399
Patrik Nemeth,DAL,22,356.63,0,1,2,3,0.55,8,3,0,0.5047248
Paul Byron,CGY,57,824.53,6,6,7,19,10.09,23,46,0.8,1.38260579
Paul Carey,COL,10,78.78,0,1,0,1,0.15,0,3,0.1,0.7616146
Paul Gaustad,NSH,73,907.65,4,5,5,14,4.31,10,19,1.2,0.925466835
Paul Martin,PIT,74,1687.05,3,11,6,20,3.52,37,24,1.5,0.7113008
Paul Postma,WPG,42,593.4,2,1,3,6,2.34,22,17,0.2,0.60667336
Paul Stastny,STL,74,1304.43,16,17,13,46,18.7,9,28,0.9,2.11586666
Pavel Datsyuk,DET,63,1199.97,26,24,15,65,20.3,29,59,3.4,3.2500813
Peter Harrold,N.J,43,655.47,3,1,1,5,1.71,12,6,-0.2,0.457686871
Peter Holland,TOR,62,900.32,11,9,5,25,7.72,21,67,0.2,1.66607428
Peter Regin,CHI,4,33.33,0,0,1,1,0.26,0,3,0.1,1.80018
Petr Straka,PHI,3,28.37,0,2,0,2,0.28,1,1,0.1,4.22982025
Petter Granberg,TOR,7,80.1,0,0,0,0,0.01,3,2,-0.2,0
Petteri Lindbohm,STL,23,358.13,2,1,0,3,1.29,3,6,0.1,0.5026108
Phil Kessel,TOR,82,1541.05,25,17,19,61,22.33,64,34,-0.9,2.375004
Phil Varone,BUF,28,376.43,3,1,1,5,2.93,14,8,-0.5,0.79696095
Philip Samuelsson,ARI,4,67.53,0,0,0,0,0.13,1,0,-0.1,0
Phillip Danault,CHI,2,19,0,0,0,0,0.12,0,0,0.1,0
Pierre-Edouard Bellemare,PHI,81,1039.38,6,4,2,12,9.49,19,32,0.5,0.692720652
R.J. Umberger,PHI,67,925.85,9,5,1,15,9.78,11,9,-1,0.972079754
Radim Vrbata,VAN,79,1312.2,31,18,14,63,22.43,26,33,1.1,2.88065863
Radko Gudas,T.B,31,527,2,1,2,5,2.01,12,9,-0.9,0.569259942
Raman Hrabarenka,N.J,1,11.92,0,0,0,0,0,0,0,0,0
Raphael Diaz,CGY,56,673.27,2,1,1,4,2.4,17,12,0.4,0.356469154
Rasmus Rissanen,CAR,6,89.87,0,0,0,0,0.07,3,0,-0.5,0
Rasmus Ristolainen,BUF,78,1607.77,8,6,6,20,5.95,35,9,-2,0.7463754
Reid Boucher,N.J,11,122.53,1,0,0,1,1.97,1,7,0,0.489676
Reilly Smith,BOS,81,1247.43,13,17,10,40,15.65,34,34,1.9,1.92395556
Rene Bourque,ANA,30,363.97,2,5,1,8,4.56,6,4,-0.6,1.31879
Rene Bourque,CBJ,8,119.93,4,0,0,4,1.95,3,0,-0.6,2.0011673
Rene Bourque,MTL,13,160.45,0,2,0,2,1.58,4,2,-0.6,0.747896552
Rich Clune,NSH,1,5.5,0,0,0,0,0,0,0,0,0
Richard Panik,TOR,76,885,11,4,2,17,9.41,20,30,0.7,1.15254235
Rick Nash,NYR,79,1378.78,42,20,7,69,32.55,42,74,2.4,3.00265455
Rickard Rakell,ANA,71,891.1,9,11,11,31,9.42,33,18,1,2.087308
Riley Nash,CAR,68,1107.92,8,11,6,25,11.81,29,52,1.6,1.35388827
Riley Sheahan,DET,79,1235.63,13,14,9,36,16.16,28,22,1.6,1.74809611
Rob Klinkhammer,ARI,19,219.5,3,0,0,3,2.32,2,2,0.4,0.820045531
Rob Klinkhammer,EDM,40,443.25,1,2,0,3,2.87,8,9,0.4,0.406091362
Rob Klinkhammer,PIT,10,111.27,1,1,1,3,0.57,2,2,0.4,1.61768675
Rob Scuderi,PIT,82,1570.17,1,4,5,10,1.12,44,8,-0.8,0.382124215
Robert Bortuzzo,PIT,38,587.45,2,2,2,6,1.42,7,3,0,0.6128181
Robert Bortuzzo,STL,13,183.37,1,1,0,2,0.64,2,0,0,0.6544146
Robyn Regehr,L.A,67,1361.17,3,4,6,13,1.76,34,12,-0.6,0.573036432
Rocco Grimaldi,FLA,7,88.27,1,0,0,1,1.12,0,3,-0.2,0.6797327
Roman Josi,NSH,81,2144.42,15,22,18,55,8.86,45,25,3.6,1.53887773
Roman Polak,TOR,56,1180.95,5,1,3,9,3.65,28,23,-0.7,0.457259
Ron Hainsey,CAR,81,1708.83,2,5,3,10,3.39,48,22,0.6,0.351117432
Ronalds Kenins,VAN,30,368.05,4,5,3,12,3.01,9,13,0.1,1.956256
Ryan Bourque,NYR,1,11.82,0,0,0,0,0.15,0,1,0,0
Ryan Callahan,T.B,77,1365.62,24,21,9,54,19.63,25,43,2.3,2.37254882
Ryan Carter,MIN,53,534.82,3,5,5,13,5.53,2,14,0.3,1.45843458
Ryan Craig,CBJ,2,14.55,0,0,0,0,0.33,0,0,0,0
Ryan Ellis,NSH,58,1100.48,9,11,7,27,6.29,27,21,2,1.47208488
Ryan Garbutt,DAL,67,908.92,8,11,6,25,14.8,21,27,0.4,1.65031028
Ryan Getzlaf,ANA,77,1546.97,25,31,14,70,19.76,71,55,2.4,2.714985
Ryan Hamilton,EDM,16,211.35,1,1,0,2,1.6,3,2,-0.7,0.5677785
Ryan Hartman,CHI,5,41.43,0,0,0,0,0.72,0,0,0,0
Ryan Johansen,CBJ,82,1599.18,26,24,21,71,21.22,53,60,1.7,2.663865
Ryan Kesler,ANA,81,1580.5,20,16,11,47,23.71,27,47,0.9,1.78424549
Ryan Malone,NYR,6,60.17,0,0,0,0,0.95,3,0,-0.2,0
Ryan McDonagh,NYR,71,1642.37,8,12,13,33,8.48,60,40,1.9,1.20557487
Ryan Murphy,CAR,37,676.75,4,8,1,13,3.31,30,20,0,1.15256739
Ryan Murray,CBJ,12,226.9,1,1,1,3,0.27,2,5,0.4,0.793301046
Ryan Nugent-Hopkins,EDM,76,1568.68,24,15,17,56,19.67,43,54,1.6,2.1419282
Ryan O'Reilly,COL,82,1616.13,17,25,13,55,18.63,26,98,3.3,2.041915
Ryan Reaves,STL,81,690.07,6,3,3,12,6.87,6,14,-0.6,1.04337239
Ryan Spooner,BOS,29,421.6,8,4,6,18,5.16,11,8,0.2,2.56166983
Ryan Stanton,VAN,54,864.28,3,4,4,11,2.04,31,10,-0.9,0.763641357
Ryan Strome,NYI,81,1247.23,17,25,8,50,17.18,52,38,3.2,2.40533018
Ryan Suter,MIN,77,2236.8,2,12,24,38,6.41,46,33,1,1.01931334
Ryan White,PHI,34,398.58,6,4,2,12,3.62,8,8,0.7,1.80641282
Ryan Wilson,COL,3,33.62,0,0,0,0,0.16,3,0,0,0
Ryane Clowe,N.J,13,203.73,1,2,1,4,1.6,3,3,-0.2,1.17802978
Sam Bennett,CGY,1,16,0,1,0,1,0.2,0,1,0,3.75
Sam Carrick,TOR,16,103.75,1,0,1,2,1.29,1,7,0,1.15662646
Sam Gagner,ARI,81,1396.37,15,19,7,41,16.14,34,36,0.5,1.76171076
Sam Reinhart,BUF,9,93.27,0,0,1,1,0.28,1,2,-0.2,0.6432937
Sami Vatanen,ANA,67,1437.8,12,7,18,37,7.75,48,27,2.2,1.54402554
Scott Gomez,N.J,58,957.77,7,13,14,34,6.44,37,22,1,2.12994766
Scott Hannan,S.J,58,946.12,2,3,2,7,2.11,16,8,-0.4,0.443918318
Scott Harrington,PIT,10,158,0,0,0,0,0.37,1,1,-0.4,0
Scott Hartnell,CBJ,77,1331.87,28,21,11,60,23.01,40,36,2.5,2.70296645
Scott Laughton,PHI,31,394.3,2,3,1,6,4.17,12,11,0,0.9130104
Scott Wilson,PIT,1,4.35,0,0,0,0,0,0,0,0,0
Scottie Upshall,FLA,63,798.87,8,4,3,15,8.65,7,19,-0.1,1.12659132
Sean Bergenheim,FLA,39,551.93,8,6,4,18,8.14,7,27,0.7,1.95677
Sean Bergenheim,MIN,17,182.63,1,0,0,1,2.24,3,7,0.7,0.328533083
Sean Collins (C),CBJ,8,82.67,0,0,2,2,0.2,0,0,0.2,1.45155442
Sean Couturier,PHI,82,1507.83,15,13,9,37,13.1,30,40,2,1.4723146
Sean Monahan,CGY,81,1589.02,31,21,11,63,22.8,52,81,1.2,2.37882471
Sergei Gonchar,DAL,3,39.08,0,1,0,1,0.12,1,0,-0.1,1.535312
Sergei Gonchar,MTL,45,809.95,1,5,7,13,1.91,28,5,-0.1,0.9630224
Seth Griffith,BOS,30,403.3,6,1,3,10,3.99,6,12,-0.1,1.48772633
Seth Helgeson,N.J,22,296.2,0,1,1,2,0.41,9,3,0.3,0.405131638
Seth Jones,NSH,82,1630.37,8,9,10,27,6.45,46,41,1.1,0.993639469
Shane Doan,ARI,79,1491.72,14,16,6,36,18.91,42,43,0.1,1.44799292
Shane O'Brien,FLA,9,121.32,0,1,0,1,0.11,3,0,0,0.494559854
Shane Prince,OTT,2,20.95,0,0,1,1,0.48,0,0,0,2.8639617
Shawn Horcoff,DAL,76,989.48,11,10,8,29,9.67,22,20,-0.1,1.7584995
Shawn Matthias,VAN,78,1022.2,18,7,2,27,14.61,18,36,0.6,1.584817
Shawn Thornton,FLA,46,440.87,1,1,3,5,3.24,5,10,-0.7,0.680472732
Shayne Gostisbehere,PHI,2,25.12,0,0,0,0,0.11,3,1,-0.1,0
Shea Weber,NSH,78,2056.8,15,11,19,45,11.57,53,23,1.7,1.31271875
Sidney Crosby,PIT,77,1538.37,28,31,25,84,26.89,53,37,2.9,3.276195
Simon Despres,ANA,16,298.58,1,3,2,6,0.86,6,5,0.2,1.20570707
Simon Despres,PIT,59,966.62,2,7,8,17,3.11,24,6,0.2,1.05522335
Simon Gagne,BOS,23,260.07,3,0,1,4,2.32,7,3,0.2,0.922828436
Slater Koekkoek,T.B,3,49.75,0,0,0,0,0.15,0,1,0,0
Slava Voynov,L.A,6,139.12,0,1,1,2,0.3,8,1,-0.5,0.862564743
Stanislav Galiev,WSH,2,18.77,1,0,0,1,0.44,1,2,0,3.19659019
Stefan Elliott,COL,5,69.67,0,0,0,0,0.31,2,1,-0.3,0
Stefan Matteau,N.J,7,83.1,1,0,0,1,0.85,3,2,-0.2,0.7220217
Stefan Noesen,ANA,1,6.9,0,0,0,0,0.09,0,0,0,0
Stephane Robidas,TOR,52,887.62,1,1,5,7,1.32,16,8,-0.1,0.473175466
Stephane Veilleux,MIN,12,92.33,1,0,1,2,0.47,0,2,0,1.29968584
Stephen Gionta,N.J,61,804.28,5,6,2,13,6.92,11,19,1.2,0.9698115
Stephen Weiss,DET,52,589.85,9,7,9,25,6.99,18,9,0.8,2.54301953
Steve Bernier,N.J,67,866.75,16,10,6,32,16.35,14,17,2,2.21517158
Steve Downie,PIT,72,895.23,14,8,6,28,10.33,24,16,0.2,1.87661278
Steve Oleksy,WSH,1,12.18,0,0,0,0,0.01,0,0,0,0
Steve Ott,STL,78,907.47,3,4,5,12,4.3,8,21,-1,0.7934147
Steven Kampfer,FLA,25,429.92,2,1,1,4,1.5,6,6,-0.7,0.5582434
Steven Pinizzotto,EDM,18,142.72,2,1,1,4,1.06,1,2,0,1.68161428
Steven Stamkos,T.B,82,1588.15,43,22,7,72,30.25,37,34,2.3,2.720146
Stu Bickel,MIN,9,48.95,0,1,0,1,0.14,2,1,0,1.22574055
Stuart Percy,TOR,9,162.7,0,3,0,3,0.54,12,7,0.1,1.10633063
Sven Andrighetto,MTL,12,112.97,2,1,0,3,0.92,2,1,0.3,1.59334338
Sven Baertschi,CGY,15,138.17,0,4,0,4,0.79,3,5,0.1,1.73699069
Sven Baertschi,VAN,3,36.1,2,0,0,2,0.51,2,2,0.1,3.32409978
T.J. Galiardi,WPG,38,397.5,1,0,0,1,3.34,7,11,-0.6,0.1509434
T.J. Oshie,STL,72,1356.03,19,23,13,55,18.74,31,48,3.3,2.43357444
Tanner Glass,NYR,66,676.03,1,3,2,6,3.78,15,8,-1.7,0.5325207
Tanner Pearson,L.A,42,558.27,12,2,2,16,7.67,14,18,0.4,1.71959794
Taylor Beck,NSH,62,739.65,8,7,1,16,6.91,10,15,0.7,1.29791117
Taylor Chorney,PIT,7,85.13,0,0,0,0,0.24,4,0,-0.2,0
Taylor Fedun,S.J,7,118.92,0,1,3,4,0.78,2,3,0.1,2.01816344
Taylor Hall,EDM,53,1017.52,14,16,8,38,17.35,56,35,0.1,2.24074221
Teddy Purcell,EDM,82,1407.17,12,16,6,34,15.04,35,46,-0.1,1.44971824
Teemu Pulkkinen,DET,31,355.75,5,1,2,8,5.25,4,2,-0.1,1.34926212
Teuvo Teravainen,CHI,34,434.67,4,4,1,9,4.82,15,11,0.1,1.24232173
Thomas Hickey,NYI,81,1533.07,2,10,10,22,4.7,55,39,0.6,0.861017466
Thomas Vanek,MIN,80,1296.63,21,23,8,52,20.17,52,28,-0.3,2.4062376
Tim Erixon,CBJ,19,322.28,1,1,4,6,1.07,2,3,-0.2,1.11704111
Tim Erixon,CHI,8,79.87,0,0,0,0,0.11,1,1,-0.2,0
Tim Erixon,TOR,15,236.98,1,0,0,1,0.31,7,4,-0.2,0.253185928
Tim Gleason,CAR,55,916.2,1,2,4,7,1.46,16,6,0,0.45841518
Tim Gleason,WSH,17,259.72,0,2,0,2,0.32,6,5,0,0.462036043
Tim Jackman,ANA,55,460.93,5,0,2,7,5.2,6,6,-0.3,0.9112013
Tim Schaller,BUF,18,204.28,1,1,0,2,1.24,3,3,0.1,0.587429047
Tim Sestito,N.J,15,148.32,0,2,0,2,0.92,2,3,0.1,0.809061468
Tj Brennan,TOR,6,100.87,0,0,1,1,0.45,5,1,-0.2,0.594825
Tj Brodie,CGY,81,2041.07,11,15,16,42,9.97,88,71,1.9,1.23464656
Tobias Enstrom,WPG,60,1414.13,4,11,8,23,3.35,37,12,1.4,0.975865
Tobias Rieder,ARI,72,1216.57,13,2,6,21,17.41,11,40,0.2,1.03569877
Tom Gilbert,MTL,72,1392.43,4,3,5,12,2.74,53,11,-0.1,0.5170816
Tom Sestito,VAN,3,18.72,0,0,1,1,0.32,0,0,0.1,3.20512843
Tom Wilson,WSH,67,731.98,4,7,6,17,8.48,10,20,0.7,1.39348078
Tomas Fleischmann,ANA,14,198.37,1,4,1,6,2.3,2,4,0.4,1.81479061
Tomas Fleischmann,FLA,52,772.02,7,12,2,21,8.97,13,26,0.4,1.632082
Tomas Hertl,S.J,82,1193.3,13,6,12,31,19.15,64,29,1.1,1.55870271
Tomas Jurco,DET,63,725.1,3,9,6,18,8.81,16,19,0.6,1.48944974
Tomas Kopecky,FLA,64,825.83,2,5,1,8,8.72,12,11,-0.1,0.581233442
Tomas Plekanec,MTL,82,1570.75,26,20,14,60,23.22,42,30,0.1,2.29189873
Tomas Tatar,DET,82,1329.93,29,16,11,56,24.36,40,27,2.2,2.52644873
Tomas Vincour,COL,7,50.22,0,1,0,1,0.15,2,1,0,1.19474316
Tommy Wingels,S.J,75,1235.32,15,14,7,36,19.2,40,33,-0.5,1.74853492
Torey Krug,BOS,78,1528.33,12,14,13,39,10.51,31,15,2.2,1.531083
Torrey Mitchell,BUF,51,782.12,6,4,3,13,4.42,17,21,1.2,0.9972894
Torrey Mitchell,MTL,14,140.77,0,1,0,1,0.44,6,4,1.2,0.426227152
Travis Hamonic,NYI,71,1546.73,5,15,14,34,6.46,56,27,-0.2,1.31891155
Travis Moen,DAL,34,307.83,3,4,2,9,2.47,6,4,0.6,1.75421512
Travis Moen,MTL,10,104.97,0,0,0,0,0.63,1,3,0.6,0
Travis Morin,DAL,6,72.58,0,0,0,0,0.78,1,2,0.1,0
Travis Zajac,N.J,74,1410.87,11,9,5,25,13.81,32,51,0.9,1.06317377
Trevor Daley,DAL,68,1555.52,16,14,8,38,9.24,32,29,-0.9,1.46574771
Trevor Lewis,L.A,73,1029.8,9,8,8,25,12.31,7,16,1.1,1.45659339
Trevor Smith,TOR,54,597.45,2,2,1,5,4.99,8,18,0.3,0.5021341
Trevor Van Riemsdyk,CHI,18,243.65,0,1,0,1,0.78,4,9,-0.2,0.246254876
Troy Bodie,TOR,5,23.08,0,0,0,0,0.04,0,0,0,0
Troy Brouwer,WSH,82,1436.9,21,10,12,43,20.1,41,44,1.7,1.795532
Tuomo Ruutu,N.J,77,836.6,7,2,4,13,7.08,22,15,0,0.9323452
Ty Rattie,STL,11,100.1,0,1,1,2,0.8,0,0,0,1.19880116
Tye McGinn,ARI,18,173.98,1,1,0,2,2.15,2,1,0.2,0.689734459
Tye McGinn,S.J,33,341.25,1,2,2,5,3.38,9,7,0.2,0.8791209
Tyler Bozak,TOR,82,1570.05,23,16,10,49,22.26,23,68,0.4,1.8725518
Tyler Ennis,BUF,78,1490.95,20,21,5,46,17.82,21,30,0.6,1.85116875
Tyler Gaudet,ARI,2,19.15,0,0,0,0,0.01,0,1,0,0
Tyler Graovac,MIN,3,27.67,0,0,0,0,0.34,0,2,0,0
Tyler Johnson,T.B,77,1327.3,29,30,13,72,19.37,31,26,3.5,3.2547276
Tyler Kennedy,NYI,13,148.02,2,3,0,5,1.91,3,7,0.2,2.02675319
Tyler Kennedy,S.J,25,276.28,4,3,2,9,2.24,3,13,0.2,1.954539
Tyler Myers,BUF,47,1177.77,4,4,5,13,3.96,34,30,0.1,0.6622685
Tyler Myers,WPG,24,571.55,3,8,4,15,2.49,20,14,0.1,1.57466543
Tyler Pitlick,EDM,17,211.53,2,0,0,2,1.54,6,4,0.2,0.567295432
Tyler Seguin,DAL,71,1388.13,37,33,7,77,29.13,45,45,2.2,3.32821846
Tyler Toffoli,L.A,76,1108.77,23,17,9,49,19.49,32,37,2.4,2.65158677
Tyler Wotherspoon,CGY,1,20.32,0,0,0,0,0.01,0,0,0,0
Tyson Barrie,COL,80,1709.23,12,18,23,53,8.74,47,40,4.3,1.86048687
Tyson Strachan,BUF,46,873.28,0,1,4,5,0.96,24,13,-1,0.3435324
Valeri Nichushkin,DAL,8,110.18,0,0,1,1,0.74,6,5,-0.1,0.5445634
Valtteri Filppula,T.B,82,1559.37,12,18,18,48,11.09,27,50,0.5,1.84689975
Vernon Fiddler,DAL,80,1050.12,13,12,4,29,11.84,21,32,0.8,1.65695345
Victor Bartley,NSH,37,497.08,0,7,3,10,1.04,9,2,-0.2,1.20704925
Victor Hedman,T.B,59,1338.35,10,11,17,38,6.5,66,29,2.2,1.70359027
Victor Rask,CAR,80,1306.93,11,10,12,33,14.68,34,46,1.2,1.5150007
Viktor Arvidsson,NSH,6,61.53,0,0,0,0,0.52,3,3,0,0
Viktor Stalberg,NSH,25,297.12,2,6,2,10,1.72,5,7,0.3,2.019386
Vincent Lecavalier,PHI,57,720.68,8,9,3,20,11.51,16,11,0,1.66509414
Vincent Trocheck,FLA,50,700.27,7,12,3,22,7.65,8,21,1.7,1.88498712
