Player,Team,GP,Goals,Assists,Total Points,IPP,ixG,PIM,Giveaways,Takeaways
TJ Tynan,CBJ,3,0,0,0,-,0.27,0,0,0
Alexandre Grenier,VAN,3,0,0,0,-,0.02,0,0,0
Dillon Simpson,EDM,3,0,0,0,0,0.06,2,1,0
Robbie Russo,DET,19,0,0,0,0,0.47,2,11,0
Joseph LaBate,VAN,13,0,0,0,0,0.53,11,1,3
Miikka Salomaki,NSH,5,0,0,0,0,0.4,2,0,1
Tyler Wotherspoon,CGY,4,0,0,0,-,0.15,0,4,1
Duncan Siemens,COL,3,0,0,0,-,0.07,2,2,0
Mark McNeill,DAL,1,0,0,0,-,0.11,0,1,0
Nicklas Jensen,NYR,7,0,0,0,-,0.34,0,0,2
Ben Thomson,N.J,3,0,0,0,-,0.83,4,1,0
Zack Mitchell,MIN,11,0,0,0,-,0.97,0,1,2
Bobby Farnham,MTL,3,0,0,0,-,0.11,7,0,0
Karl Stollery,N.J,11,0,0,0,0,0.32,11,5,3
Spencer Abbott,CHI,1,0,0,0,-,0.1,0,0,1
Nicolas Kerdiles,ANA,1,0,0,0,0,0.13,0,2,0
Scott Laughton,PHI,2,0,0,0,0,0.56,0,0,1
Mark Jankowski,CGY,1,0,0,0,-,0,0,0,1
Derrick Pouliot,PIT,11,0,0,0,0,0.31,4,5,2
Matt Grzelcyk,BOS,2,0,0,0,0,0.06,2,0,0
Oskar Sundqvist,PIT,10,0,0,0,0,0.43,2,2,1
Chandler Stephenson,WSH,4,0,0,0,-,0.23,0,0,1
Tanner Richard,T.B,3,0,0,0,-,0.08,2,1,1
Cristoval Nieves,NYR,1,0,0,0,-,0.05,0,0,0
Martin Frk,CAR,2,0,0,0,-,0,0,1,0
Daniel O'Regan,S.J,3,0,0,0,-,0.33,0,0,2
Petteri Lindbohm,STL,7,0,0,0,0,0.27,2,1,1
Riley Barber,WSH,3,0,0,0,-,0.11,0,0,0
Jaycob Megna,ANA,1,0,0,0,0,0,0,0,0
Brady Austin,BUF,5,0,0,0,0,0.14,4,2,1
Liam O'Brien,WSH,1,0,0,0,-,0,0,1,0
Evan McEneny,VAN,1,0,0,0,0,0.01,0,0,0
Buddy Robinson,OTT,4,0,0,0,-,0.51,2,1,1
MacKenzie Weegar,FLA,3,0,0,0,0,0.11,4,0,1
Sean Malone,BUF,1,0,0,0,-,0.12,0,1,0
Nick Paul,OTT,1,0,0,0,-,0.39,0,0,1
Ben Harpur,OTT,6,0,0,0,0,0.09,0,4,2
Jacob De La Rose,MTL,9,0,0,0,0,0.36,2,0,3
Robert Hagg,PHI,1,0,0,0,0,0.22,0,0,0
Tyler Bertuzzi,DET,7,0,0,0,0,0.4,0,3,0
Samuel Morin,PHI,1,0,0,0,-,0.08,0,0,0
Ryan Pulock,NYI,1,0,0,0,0,0,0,0,0
Jean-Sebastien Dea,PIT,1,0,0,0,-,0.08,0,0,0
Joel Hanley,MTL,7,0,0,0,0,0.07,4,3,1
Michael Zalewski,VAN,1,0,0,0,-,0.01,0,0,0
Jordan Oesterle,EDM,2,0,0,0,-,0.05,0,2,2
Connor Jones,NYI,4,0,0,0,0,0.02,2,1,1
Patrick Brown,CAR,14,0,0,0,0,0.87,0,3,2
Borna Rendulic,VAN,1,0,0,0,-,0.07,0,0,0
Sonny Milano,CBJ,4,0,0,0,0,0.62,0,3,1
Alex Tuch,MIN,6,0,0,0,0,0.83,0,0,2
Nikita Scherbak,MTL,3,0,0,0,0,0.15,0,0,0
Andreas Englund,OTT,5,0,0,0,0,0.3,2,2,0
Vladislav Kamenev,NSH,2,0,0,0,-,0.02,2,0,0
Brett Lernout,MTL,2,0,0,0,0,0.04,0,0,0
Nelson Nogier,WPG,10,0,0,0,0,0.29,0,6,0
Danton Heinen,BOS,8,0,0,0,-,0.41,2,2,5
Anton Lindholm,COL,12,0,0,0,0,0.39,2,4,2
Casey Bailey,OTT,7,0,0,0,-,0.62,0,0,1
Rasmus Andersson,CGY,1,0,0,0,-,0,0,0,0
Colin White,OTT,2,0,0,0,0,0.02,0,0,1
Jakob Forsbacka Karlsson,BOS,1,0,0,0,-,0,0,0,0
Brendan Guhle,BUF,3,0,0,0,0,0.13,0,0,0
Evgeny Svechnikov,DET,2,0,0,0,-,0.37,0,1,0
Mathew Barzal,NYI,2,0,0,0,-,0,6,0,0
Jack Roslovic,WPG,1,0,0,0,-,0.03,0,0,0
Thomas Chabot,OTT,1,0,0,0,-,0.03,0,1,0
Blake Speers,N.J,3,0,0,0,-,0.16,0,0,1
Jacob Larsson,ANA,4,0,0,0,-,0.07,2,0,0
Denis Gurianov,DAL,1,0,0,0,-,0.05,0,0,0
Jakub Nakladal,CAR,3,0,0,0,-,0.15,0,0,1
Alexandre Carrier,NSH,2,0,0,0,-,0.01,0,0,0
Ryan Johnston,MTL,7,0,0,0,-,0.2,4,2,1
Andrew Poturalski,CAR,2,0,0,0,-,0.06,0,0,1
Dan Renouf,DET,1,0,0,0,-,0,0,0,0
Casey Nelson,BUF,11,0,0,0,0,0.17,4,1,0
Kalle Kossila,ANA,1,0,0,0,-,0.02,0,0,0
Kevin Rooney,N.J,4,0,0,0,-,0.14,4,1,0
Mikhail Sergachev,MTL,4,0,0,0,0,0.08,0,3,1
Griffen Molino,VAN,5,0,0,0,-,0.39,0,1,0
Michael Kapla,N.J,5,0,0,0,0,0.09,0,3,2
Mike Vecchione,PHI,2,0,0,0,-,0.08,0,1,0
