Player,Team,GP,Goals,Assists,Total Points,IPP,ixG,PIM,Giveaways,Takeaways
Joakim Nordstrom,CHI,16,1,2,3,60,1.95,0,2,9
Harry Zolnierczyk,"PHI, PIT",20,2,1,3,100,1.67,22,4,4
Oscar Klefbom,EDM,17,1,2,3,37.5,0.55,0,7,3
Chad Billins,CGY,10,0,3,3,75,0.15,0,2,2
Stefan Matteau,N.J,17,1,2,3,75,1.4,4,4,5
Jamal Mayers,CHI,19,0,2,2,40,0.87,11,2,3
Arron Asham,NYR,33,2,0,2,50,1.39,43,5,5
Mikael Samuelsson,DET,30,1,1,2,66.67,1.44,2,8,5
Adam Burish,S.J,61,0,2,2,33.33,3.83,25,10,5
David Van Der Gulik,COL,11,0,2,2,50,0.64,6,1,3
Kris Newbury,"NYR, PHI",10,0,2,2,100,0.38,9,0,1
Cam Barker,VAN,14,0,2,2,33.33,0.73,4,3,0
Brad Staubitz,ANA,15,1,1,2,100,0.49,14,3,0
Tim Sestito,N.J,22,0,2,2,66.67,1.05,4,4,0
Matt Kassian,OTT,48,1,1,2,33.33,1.5,51,8,2
Blair Jones,CGY,29,1,1,2,66.67,2.74,12,9,7
Brett Sutter,CAR,20,1,1,2,66.67,1.29,2,2,5
Ryan Hamilton,"EDM, TOR",12,0,2,2,66.67,1.04,0,2,1
John McCarthy,S.J,36,1,1,2,40,3.81,2,8,8
Tim Wallace,CAR,28,1,1,2,66.67,2.05,5,3,3
Steven Pinizzotto,"EDM, VAN",18,0,2,2,100,0.8,22,2,1
Derek Smith,CGY,36,0,2,2,50,1.06,10,12,4
Alex Grant,ANA,2,2,0,2,66.67,0.09,2,0,0
Colton Gillies,CBJ,27,1,1,2,50,0.69,10,2,3
Mattias Tedenby,N.J,19,1,1,2,66.67,1.18,12,1,4
Colby Robak,FLA,32,0,2,2,15.38,0.99,9,7,7
Luke Adam,BUF,16,2,0,2,40,1.57,4,0,1
David Warsofsky,BOS,6,1,1,2,33.33,0.16,0,1,1
Derek Grant,OTT,25,0,2,2,50,2.18,4,1,4
Matt Gilroy,"FLA, NYR",31,1,1,2,25,1.75,8,18,4
Chris Brown,"PHX, WSH",17,1,1,2,100,0.83,19,2,3
Phil Varone,BUF,9,1,1,2,100,1.47,2,1,0
Brandon Manning,PHI,6,0,2,2,25,0.17,0,3,1
Julien Brouillette,WSH,10,1,1,2,33.33,0.22,0,4,1
Chris Breen,CGY,9,0,2,2,33.33,0.17,5,5,0
Dave Dziurzynski,OTT,12,2,0,2,66.67,1.81,8,2,4
Kenny Agostino,CGY,8,1,1,2,100,1.53,0,2,3
Justin Florek,BOS,4,1,1,2,66.67,0.35,0,0,1
Jason Akeson,PHI,2,1,1,2,50,0.33,0,0,2
Taylor Fedun,EDM,4,2,0,2,66.67,0.34,0,1,1
Andy Miele,PHX,8,0,2,2,33.33,0.36,5,1,2
Josh Leivo,TOR,7,1,1,2,100,0.3,0,0,2
Dmitrij Jaskin,STL,20,1,1,2,66.67,1.41,8,1,4
Markus Granlund,CGY,7,1,1,2,66.67,0.91,0,2,1
Jamie Oleksiak,DAL,23,0,2,2,18.18,0.78,16,12,3
Matt Tennyson,S.J,4,0,2,2,40,0.43,0,2,0
Jeremy Welsh,"CAR, VAN",24,1,1,2,40,1.18,2,5,4
Daniel Bang,NSH,8,0,2,2,66.67,1.1,0,0,3
Filip Forsberg,NSH,18,0,2,2,100,1.95,4,5,8
Simon Moser,NSH,6,1,1,2,100,0.47,2,0,1
Kevin Czuczman,NYI,13,0,2,2,28.57,1.09,6,6,6
Jamie Langenbrunner,STL,4,0,1,1,100,0.23,0,1,0
Scott Nichol,STL,30,1,0,1,20,0.82,8,0,3
Tom Poti,WSH,16,0,1,1,14.29,0.25,0,4,1
Brett Clark,MIN,8,0,1,1,50,0.37,0,4,1
Kent Huskins,"DET, PHI",19,0,1,1,20,0.19,4,2,0
Nolan Yonkman,"ANA, FLA",9,0,1,1,20,0.38,4,1,1
Andrew Alberts,VAN,34,0,1,1,11.11,0.94,6,11,5
Maxime Fortunus,DAL,1,0,1,1,100,0.01,0,0,0
Derek Meech,WPG,16,0,1,1,16.67,0.34,2,6,1
Anton Babchuk,CGY,7,0,1,1,33.33,0.12,0,5,0
Denis Grebeshkov,EDM,7,0,1,1,25,0.05,2,1,1
Tim Brent,CAR,30,0,1,1,33.33,1.13,2,2,3
Rostislav Olesz,N.J,10,0,1,1,100,1,0,0,1
Chris Bourque,BOS,18,1,0,1,50,1.43,2,3,5
Mike Lundin,OTT,11,0,1,1,33.33,0.47,0,5,2
Brett Carson,CGY,10,0,1,1,33.33,0.16,0,3,0
Patrick Kaleta,BUF,39,1,0,1,25,1.94,37,9,2
Travis Morin,DAL,4,0,1,1,33.33,0.38,0,0,1
Matt Pelech,S.J,8,1,0,1,100,0.24,17,0,1
Joe Finley,NYI,16,0,1,1,100,0.12,9,6,3
Brendan Mikkelson,T.B,4,0,1,1,50,0,6,2,1
Tom Wandell,DAL,18,1,0,1,33.33,0.79,0,6,8
Kevin Henderson,NSH,4,1,0,1,33.33,0.56,0,1,1
Andreas Nodl,CAR,8,0,1,1,100,0.24,0,0,3
Benn Ferriero,"NYR, VAN",6,0,1,1,100,0.44,0,1,2
John Scott,BUF,90,1,0,1,12.5,1.72,124,11,11
Matt Anderson,N.J,2,0,1,1,100,0.09,0,0,0
John Albert,WPG,9,1,0,1,100,0.17,0,0,1
Chris Terry,CAR,13,1,0,1,50,0.83,0,3,8
Eric Selleck,FLA,2,0,1,1,50,0.4,0,0,2
Cody Goloubef,CBJ,16,1,0,1,50,0.4,2,1,0
Mark Borowiecki,OTT,19,1,0,1,16.67,0.18,22,7,0
Sean Collins,CBJ,11,0,1,1,33.33,0.63,6,0,2
Carl Klingberg,WPG,3,1,0,1,50,0.25,0,0,1
Anton Lander,EDM,38,0,1,1,20,1.85,2,13,8
David Rundblad,"CHI, PHX",25,0,1,1,14.29,1.02,6,4,3
Brian Dumoulin,PIT,6,0,1,1,25,0.2,4,3,1
Nicolas Deslauriers,BUF,17,1,0,1,100,2.18,18,1,2
Alexander Urbom,"N.J, WSH",21,1,0,1,12.5,0.61,2,11,4
Corban Knight,CGY,7,1,0,1,33.33,0.22,0,0,1
Adam Almquist,DET,2,1,0,1,50,0.18,0,0,0
Tyler Pitlick,EDM,10,1,0,1,100,0.46,0,1,2
Austin Watson,NSH,6,1,0,1,50,0.36,0,2,3
Brett Connolly,T.B,16,1,0,1,33.33,1.91,4,1,6
Michael Chaput,CBJ,17,0,1,1,20,0.46,2,1,4
Joonas Rask,NSH,2,0,1,1,100,0,0,0,0
Ben Street,CGY,19,0,1,1,33.33,1.95,4,1,5
Frank Corrado,VAN,18,1,0,1,16.67,0.77,4,4,2
David Broll,TOR,5,0,1,1,50,0.28,0,5,2
Johnny Gaudreau,CGY,1,1,0,1,100,0.17,0,0,1
John Persson,NYI,10,1,0,1,50,1.14,6,0,1
Johan Sundstrom,NYI,11,0,1,1,50,0.69,6,3,5
Mike Halmo,NYI,20,1,0,1,100,2,13,2,4
Jake McCabe,BUF,7,0,1,1,50,0.02,5,0,2
Cedric Paquette,T.B,2,0,1,1,100,0.1,0,0,0
Dmitry Korobov,T.B,3,0,1,1,inf,0,2,2,0
Kellan Lain,VAN,9,1,0,1,50,0.64,6,1,1
Eriah Hayes,S.J,15,1,0,1,50,1.23,2,3,2
Nikita Zadorov,BUF,7,1,0,1,50,0.17,2,4,1
Matt Carey,CHI,2,1,0,1,100,0.14,2,0,0
Christian Folin,MIN,1,0,1,1,50,0,0,0,0
Roman Hamrlik,"NYR, WSH",16,0,0,0,0,0.25,6,2,1
Jay Pandolfo,BOS,18,0,0,0,-,0.54,0,2,1
Hal Gill,"NSH, PHI",38,0,0,0,0,0.42,10,12,6
Jody Shelley,PHI,1,0,0,0,-,0.03,0,0,0
Mike Mottau,FLA,8,0,0,0,0,0.05,4,0,1
Tom Kostopoulos,N.J,15,0,0,0,0,1.05,6,1,2
Toby Petersen,DAL,1,0,0,0,-,0.09,0,0,0
Mark Eaton,PIT,23,0,0,0,0,0.23,4,2,0
Andreas Lilja,PHI,4,0,0,0,0,0.13,0,3,0
Darcy Hordichuk,EDM,4,0,0,0,-,0,2,0,0
Aaron Johnson,BOS,10,0,0,0,0,0.29,8,7,0
Andrew Murray,STL,1,0,0,0,-,0.04,0,0,0
Pascal Pelletier,VAN,3,0,0,0,-,0.1,0,0,0
Brandon Segal,NYR,1,0,0,0,-,0,2,0,0
Ryan Craig,CBJ,6,0,0,0,-,0.35,0,0,0
Martin St Pierre,MTL,1,0,0,0,-,0.08,0,0,0
Jamie Tardif,BOS,2,0,0,0,-,0.01,0,0,1
Alexandre Bolduc,PHX,14,0,0,0,0,1.27,2,1,2
Francis Wathier,DAL,1,0,0,0,-,0,0,2,1
Dylan Reese,PIT,3,0,0,0,-,0.03,0,0,1
Mathieu Roy,T.B,1,0,0,0,-,0.01,0,0,0
Steve MacIntyre,PIT,1,0,0,0,-,0,0,0,0
JT Wyman,T.B,1,0,0,0,-,0,0,1,0
Jake Dowell,MIN,3,0,0,0,-,0.35,0,1,0
Andrew Gordon,VAN,6,0,0,0,-,0.06,0,2,1
Pierre-Luc Letourneau-Leblond,PIT,1,0,0,0,-,0.12,0,0,0
Mike Blunden,MTL,12,0,0,0,0,0.69,9,1,0
Gilbert Brule,PHX,3,0,0,0,-,0.22,2,1,1
Brian Lee,T.B,22,0,0,0,0,0.43,12,7,1
Ryan Stoa,WSH,3,0,0,0,-,0.23,0,0,0
Marc-Andre Gragnani,CAR,1,0,0,0,-,0,0,1,0
Cody Bass,CBJ,1,0,0,0,-,0,5,0,0
Chris VandeVelde,"EDM, PHI",29,0,0,0,0,1.16,8,4,4
Derek Joslin,VAN,2,0,0,0,0,0.04,0,1,0
Nick Drazenovic,"CBJ, PIT",9,0,0,0,0,0.65,6,1,3
Nicolas Blanchard,CAR,9,0,0,0,0,0.22,0,0,1
Mike Angelidis,T.B,1,0,0,0,-,0.07,0,0,0
Jordan Hendry,ANA,2,0,0,0,-,0.02,0,1,1
Michael Caruso,FLA,2,0,0,0,-,0,0,1,0
Peter LeBlanc,WSH,1,0,0,0,-,0.07,0,0,0
Theo Peckham,EDM,4,0,0,0,0,0.13,4,2,1
Jan Mursak,DET,2,0,0,0,-,0,4,1,0
Jonathan Rheault,FLA,5,0,0,0,0,0.17,0,2,0
Greg Rallo,FLA,10,0,0,0,-,1.14,2,2,2
Joe Piskula,NSH,2,0,0,0,0,0.08,0,2,0
Brad Mills,CHI,3,0,0,0,0,0.16,0,1,1
Darroll Powe,"MIN, NYR",43,0,0,0,0,1.67,21,1,3
Paul Carey,COL,12,0,0,0,0,0.4,0,1,1
Nick Petrecki,S.J,1,0,0,0,-,0,0,2,1
Bill Sweatt,VAN,1,0,0,0,-,0.1,0,0,0
Akim Aliu,CGY,5,0,0,0,-,0.15,10,2,1
Linus Omark,"BUF, EDM",14,0,0,0,0,0.6,4,1,2
Carson McMillan,MIN,1,0,0,0,-,0.01,0,0,0
Micheal Haley,NYR,9,0,0,0,-,0.3,0,1,0
Brett Gallant,NYI,4,0,0,0,-,0.18,12,0,0
Nicolas Deschamps,WSH,3,0,0,0,-,0.1,0,0,0
Yann Sauve,VAN,3,0,0,0,-,0.02,0,0,1
Cameron Gaunce,DAL,9,0,0,0,0,0.25,7,9,1
Jared Staal,CAR,2,0,0,0,-,0.17,2,0,2
Shawn Lalonde,CHI,1,0,0,0,0,0,0,0,1
Andrew Campbell,L.A,3,0,0,0,0,0.18,0,0,0
Michal Jordan,CAR,5,0,0,0,-,0.04,2,2,0
Greg Pateryn,MTL,3,0,0,0,0,0,0,1,0
Teemu Hartikainen,EDM,23,0,0,0,-,2.34,4,2,6
Stu Bickel,NYR,16,0,0,0,0,0.17,19,6,1
Mark Cundari,CGY,8,0,0,0,0,0.52,2,6,1
Carter Bancks,CGY,2,0,0,0,-,0,0,0,1
Brandon Mashinter,NYR,10,0,0,0,-,0.42,5,2,0
Eric Wellwood,PHI,4,0,0,0,-,0.14,0,0,3
Mark Van Guilder,NSH,1,0,0,0,-,0,0,0,0
Matt Taormina,T.B,9,0,0,0,0,0.14,0,6,2
Zach Sill,PIT,20,0,0,0,0,0.42,2,1,3
Landon Ferraro,DET,4,0,0,0,-,0.05,0,1,0
Louis Leblanc,MTL,8,0,0,0,0,0.43,2,1,0
Brayden McNabb,BUF,12,0,0,0,0,0.47,2,4,2
Jamie Devane,TOR,2,0,0,0,-,0.04,0,0,0
Philip Samuelsson,PIT,5,0,0,0,-,0.12,0,4,2
Joonas Nattinen,MTL,1,0,0,0,-,0,0,0,0
Garrett Wilson,FLA,3,0,0,0,-,0.16,0,0,0
Ben Chiarot,WPG,1,0,0,0,-,0,0,0,1
Mitch Callahan,DET,1,0,0,0,-,0.06,0,0,1
Scott Timmins,FLA,5,0,0,0,-,0.59,4,3,1
Matthew Konan,PHI,2,0,0,0,-,0.09,0,1,0
Craig Cunningham,BOS,2,0,0,0,-,0.43,0,0,0
Greg McKegg,TOR,1,0,0,0,-,0.16,0,0,0
Patrik Nemeth,DAL,8,0,0,0,0,0.19,6,5,1
Christian Thomas,"MTL, NYR",3,0,0,0,-,0.12,0,0,1
Alex Petrovic,FLA,13,0,0,0,0,0.42,29,5,0
Brett Bulmer,MIN,5,0,0,0,-,0.22,2,0,1
Brandon Gormley,PHX,5,0,0,0,0,0.12,0,1,1
Petter Granberg,TOR,1,0,0,0,-,0.01,0,0,0
Dylan McIlrath,NYR,2,0,0,0,-,0,7,0,0
Teemu Pulkkinen,DET,3,0,0,0,-,0.09,2,0,0
Julian Melchiori,WPG,1,0,0,0,-,0,0,1,0
Bill Arnold,CGY,1,0,0,0,-,0.06,0,0,0
Jesper Fast,NYR,11,0,0,0,0,0.95,2,0,1
Freddie Hamilton,S.J,11,0,0,0,0,0.83,2,1,3
Patrick Holland,MTL,5,0,0,0,-,0.11,0,0,0
Zach Trotman,BOS,2,0,0,0,-,0.09,0,1,0
Michael Sgarbossa,COL,6,0,0,0,-,0.27,2,1,1
Justin Johnson,NYI,2,0,0,0,-,0,7,0,0
Mike Sislo,N.J,14,0,0,0,-,1.59,0,1,1
Joe Whitney,N.J,1,0,0,0,-,0,0,0,0
Alexey Marchenko,DET,1,0,0,0,0,0,2,0,0
Jonathan Racine,FLA,1,0,0,0,-,0.01,2,1,0
Ty Rattie,STL,2,0,0,0,-,0.31,0,1,0
Scott Mayfield,NYI,5,0,0,0,0,0.26,5,2,1
Alex Khokhlachev,BOS,1,0,0,0,-,0.18,2,0,1
Xavier Ouellet,DET,4,0,0,0,-,0.05,2,1,0
Ryan Sproul,DET,1,0,0,0,-,0.06,0,0,0
Lucas Lessio,PHX,3,0,0,0,-,0.27,0,1,1
Vladislav Namestnikov,T.B,4,0,0,0,-,0.45,4,1,1
Adam Payerl,PIT,2,0,0,0,-,0.27,2,0,0
Jonathan Marchessault,CBJ,2,0,0,0,-,0.06,0,0,1
Brad Hunt,EDM,3,0,0,0,-,0.02,0,1,1
Karl Stollery,COL,2,0,0,0,0,0.11,2,0,0
Cameron Schilling,WSH,2,0,0,0,-,0.01,0,0,0
Spencer Abbott,TOR,1,0,0,0,-,0.19,0,0,0
Harri Pesonen,N.J,4,0,0,0,-,0.21,2,0,0
Matt Dumba,MIN,13,0,0,0,0,0.27,2,5,1
Scott Laughton,PHI,5,0,0,0,-,0.41,0,0,0
Teuvo Teravainen,CHI,3,0,0,0,-,0.18,0,1,4
Conor Allen,NYR,3,0,0,0,-,0.06,0,0,0
Matt Lindblad,BOS,2,0,0,0,-,0,0,0,1
Drew LeBlanc,CHI,2,0,0,0,-,0.46,0,0,1
Chad Ruhwedel,BUF,28,0,0,0,0,0.92,2,5,6
Michael Zalewski,VAN,2,0,0,0,0,0.19,0,0,1
Cody Kunyk,T.B,1,0,0,0,-,0.1,0,0,0
Bryce Van Brabant,CGY,6,0,0,0,0,0.32,0,1,2
